id,name,subsidiary,therapeutic_area,category,type,tagline,overview,features,indication,patient_population,specs,reg_notes,image,tier,classification,business_segment,applicable_departments,model_numbers,development_status,status,fda,fda_cert,fda_qualifier,ce,ce_cert,ce_qualifier,nmpa,nmpa_cert,nmpa_qualifier,pmda,pmda_cert,pmda_qualifier,tga,tga_cert,tga_qualifier
ez-urocross-uroway,EZ-UroCross™ UroWay™ Nephrostomy Balloon Catheter,MicroPort Urocare,"Urology, Oncology, and Gastroenterology",Balloon catheters,Nephrostomy balloon catheter,Nephrostomy balloon catheter with angled needle tip and hollow core for puncture guidance,"The EZ-UroCross UroWay is used in percutaneous nephrostomy to dilate the nephrostomy channel and place a working sheath. It features precise and efficient expansion with less bleeding, an angled needle tip for easier puncture, and a hollow needle core for observing fluid flow.",Precise and efficient expansion | Less bleeding | Angled needle tip for easier puncture | Hollow needle core for fluid flow observation,Dilating the nephrostomy channel and placing a working sheath during percutaneous nephrostomy,Patients requiring percutaneous nephrostomy,Sizes: 18F-30F,NMPA 20182030350,ez-urocross-uroway.jpg,,,Urology & Gastroenterology & Cancer Treatment,Urology,18F-30F,,ACTIVE,,,,,,,cleared,,,,,,,,
ez-uroguide-freedom,EZ-UroGuide™ Freedom™ Hydrophilic Coated Guidewire for Urinary Tract,MicroPort Urocare,"Urology, Oncology, and Gastroenterology",Guidewires,Hydrophilic-coated urological guidewire,Hydrophilic-coated guidewire with anti-kinking performance and enhanced X-ray visibility,"The EZ-UroGuide Freedom is a hydrophilic-coated guidewire for use with endoscopes in urological treatments. Its durable hydrophilic coating reduces ureteral damage, and its anti-kinking design enables stable advancement with enhanced X-ray visibility for accurate positioning.",Durable hydrophilic coating | Reduced ureteral damage | Excellent anti-kinking performance | Enhanced X-ray visibility,Guiding catheters and placing instruments in urological endoscopic treatments,Patients undergoing urological endoscopic procedures,Diameters: 0.032in | 0.035in | 0.038in | Tip types: Straight | Angular,NMPA 20192020394,ez-uroguide-freedom.jpg,,,Urology & Gastroenterology & Cancer Treatment,Urology,0.032in | 0.035in | 0.038in | Straight | Angular,,ACTIVE,,,,,,,cleared,,,,,,,,
ez-uroguide-gopro,EZ-UroGuide™ GoPro Sterile Disposable Guide Wire for Non-Vascular Luminal Tract,MicroPort Urocare,"Urology, Oncology, and Gastroenterology",Guidewires,Urological guidewire,Nickel-titanium core guidewire with stainless steel braid for anti-kinking support,"The EZ-UroGuide GoPro is a sterile single-use guidewire for urological treatments, featuring a nickel-titanium core with stainless steel braid for strong anti-kinking support and a smooth surface for easy passage through ureteral obstructions.",Nickel-titanium core | Stainless steel braid for anti-kinking | Smooth surface for passage through obstructions,Guiding catheters and placing instruments in urological endoscopic treatments,Patients undergoing urological endoscopic procedures,Diameters: 0.032in | 0.038in | Tip types: Straight | Angular | Single-soft | Dual-soft,NMPA 20192020214. CE G10 107287 0002 Rev.00,ez-uroguide-gopro.jpg,,,Urology & Gastroenterology & Cancer Treatment,Urology,0.018-0.038in | Straight | Angular,,ACTIVE,,,,cleared,,,cleared,,,,,,,,
ez-uroguide-maxpro,EZ-UroGuide™ MaxPro Hybrid Stripe Guidewire,MicroPort Urocare,"Urology, Oncology, and Gastroenterology",Guidewires,Hybrid stripe urological guidewire,Blue-and-white striped guidewire with soft tip for controlled ureteral advancement,"The EZ-UroGuide MaxPro features classic blue and white stripes for clear guidewire tracking and enhanced X-ray visibility. An ultra-smooth soft tip reduces friction and prevents ureteral perforation, while strong support enables controlled advancement.",Blue and white stripe tracking markings | Enhanced X-ray visibility | Ultra-smooth soft tip | Prevents ureteral perforation | Strong support for controlled advancement,Guiding catheters and placing instruments in urological endoscopic treatments,Patients undergoing urological endoscopic procedures,Diameters: 0.018-0.038in | Tip types: Straight | Angular,NMPA 20232021296,s3:products/18f10c3d33fc3f708a35887cc70533bb9becd529b65f771dd309ff4ae691f75c.png,,,Urology & Gastroenterology & Cancer Treatment,Urology,0.032in | 0.038in | Straight | Angular | Single-soft | Dual-soft,,ACTIVE,,,,,,,cleared,,,,,,,,
ez-uroguide-zebra,EZ-UroGuide™ Zebra Disposable Urinary Tract Guide Wire,MicroPort Urocare,"Urology, Oncology, and Gastroenterology",Guidewires,Urological guidewire,Slim-tip urological guidewire with clear X-ray positioning for narrow segments,"The EZ-UroGuide Zebra is a disposable guidewire used with endoscopes to guide catheters and place instruments in urological treatments. It features a slim tip for easy passage through narrow ureteral segments, excellent stiffness for stable advancement, and clear X-ray visibility.",Slim tip for narrow ureteral segments | Reduced trauma | Excellent stiffness for stable advancement | Clear X-ray positioning,Guiding catheters and placing instruments in urological endoscopic treatments,Patients undergoing urological endoscopic procedures,Diameters: 0.032in | 0.035in | Tip types: Straight | Angular | Ultra-thin,NMPA 20192020019,ez-uroguide-zebra.jpg,,,Urology & Gastroenterology & Cancer Treatment,Urology,0.032in | 0.035in | Straight | Angular | Ultra-thin,,ACTIVE,,,,,,,cleared,,,,,,,,
ez-uropathtmdura,EZ-UroPath™Dura,"Microport Urocare (Jiaxing) Co.,Ltd.","Urology, Oncology, and Gastroenterology",,Single-use Ureteral Stent Kit,Single-use Ureteral Stent Kit,"For supporting and draining the ureter with a retention time not exceeding 30 days, featuring a hydrophilic coating for easy advancement and reduced crust formation, a tip design that facilitates passage through narrow and tortuous segments, and minimized stent migration during retention",,,,,NMPA: 20243141363.,s3:products/fcdc8c11facb248233d3fdaf56dd32b0666831427147f4f488be59ef96960be5.png,,,Urology & Gastroenterology & Cancer Treatment,Urology,3-8F | 10-30cm,,ACTIVE,,,,,,,cleared,,,,,,,,
ez-uropath-freedom,EZ-UroPath™ Freedom™ Ureteral Stent with Hydrophilic Coating,MicroPort Urocare,"Urology, Oncology, and Gastroenterology",Ureteral stents,Hydrophilic-coated ureteral stent,Hydrophilic-coated stent for easy advancement and reduced crust formation,"The EZ-UroPath Freedom ureteral stent features a hydrophilic coating for easy advancement and reduced crust formation, combined with a tip design that facilitates passage through narrow and tortuous segments and minimizes migration.",Hydrophilic coating for easy advancement | Reduced crust formation | Tip design for narrow and tortuous segments | Minimized migration,Ureteral support and drainage; retention time not exceeding 30 days,Patients requiring ureteral drainage or support,Sizes: 4.7-8F | Length: 10-30cm,NMPA 20192140215,ez-uropath-freedom.jpg,,,Urology & Gastroenterology & Cancer Treatment,Urology,4.7-8F | 10-30cm,,ACTIVE,,,,,,,cleared,,,,,,,,
ez-uropath-uniway,EZ-UroPath™ Uniway™ Ureteral Stent Set,MicroPort Urocare,"Urology, Oncology, and Gastroenterology",Ureteral stents,Ureteral stent set,Ultra-thin bladder-end stent set reducing irritation and urine reflux,"The EZ-UroPath Uniway ureteral stent set supports and drains the ureter for up to 30 days. Its 3F ultra-thin solid bladder end reduces bladder irritation and urine reflux, improves patient comfort, and provides strong coil fixation to prevent displacement.",3F ultra-thin solid bladder end | Reduced bladder irritation and urine reflux | Improved comfort | Strong coil fixation | Available with or without guidewire,Ureteral support and drainage; retention time not exceeding 30 days,Patients requiring ureteral drainage or support,Sizes: 6-8F | Length: 22-30cm | Options: with guidewire or without guidewire,NMPA 20192140271,ez-uropath-uniway.jpg,,,Urology & Gastroenterology & Cancer Treatment,Urology,6-8F | 22-30cm | With Guidewire | Without Guidewire,,ACTIVE,,,,,,,cleared,,,,,,,,
ez-uropath,EZ-UroPath™ Ureteral Stent,MicroPort Urocare,"Urology, Oncology, and Gastroenterology",Ureteral stents,Ureteral stent,Ureteral stent for drainage and support with tip designed for tortuous segments,The EZ-UroPath supports and drains the ureter for up to 30 days. Its tip design facilitates passage through narrow and tortuous ureteral segments and minimizes stent migration during the retention period.,Tip design for narrow and tortuous segments | Minimized stent migration | Retention time up to 30 days,Ureteral support and drainage; retention time not exceeding 30 days,Patients requiring ureteral drainage or support,Sizes: 4.7-8F | Length: 22-30cm,NMPA 20192140213,ez-uropath.jpg,,,Urology & Gastroenterology & Cancer Treatment,Urology,4.7-8F | 22-30cm,,ACTIVE,,,,,,,cleared,,,,,,,,
ez-vista-bilio,EZ-Vista™ Bilio™ Electronic Endoscope Imaging Processor,MicroPort Urocare,"Urology, Oncology, and Gastroenterology",Endoscopes & visualization,Biliopancreatic endoscopic imaging processor,Dedicated imaging processor for biliopancreatic endoscopy system,"The EZ-Vista Bilio is an electronic endoscope imaging processor designed for use with biliopancreatic endoscopy, providing image processing for diagnostic and therapeutic cholangioscopy procedures.",Purpose-built for biliopancreatic endoscopy system,Image processing for biliopancreatic endoscopic examination and treatment,Patients undergoing biliopancreatic endoscopy,Model: VP-200A,NMPA 20232061141,ez-vista-bilio.jpg,,,Urology & Gastroenterology & Cancer Treatment,Urology,VP-200A,,ACTIVE,,,,,,,cleared,,,,,,,,
ez-vista-lumia,EZ-Vista™ Lumia™ Gastrointestinal Endoscope Devices,MicroPort Urocare,"Urology, Oncology, and Gastroenterology",Endoscopes & visualization,Gastrointestinal endoscopic imaging system,Image processing and light source system for GI endoscopic examination,"The EZ-Vista Lumia is used with compatible electronic endoscopes for clinical endoscopic examination and diagnosis, providing image processing and light source functions.",Compatible with company electronic endoscopes | Image processing and light source in one unit,Clinical endoscopic examination and diagnosis of the gastrointestinal tract,Patients requiring GI endoscopic examination,,NMPA 20252060225,ez-vista-lumia.jpg,,,,,,,ACTIVE,,,,,,,cleared,,,,,,,,
ez-vista-moby,EZ-Vista™ Moby™ Electronic Endoscopic Imaging Processor,MicroPort Urocare,"Urology, Oncology, and Gastroenterology",Endoscopes & visualization,Endoscopic imaging processor,Portable processor delivering HD thoracoscopic views via 26-inch monitor,"The EZ-Vista Moby is a portable imaging processor that connects to a 26-inch LCD monitor, providing high-definition thoracoscopic views for diagnosis and treatment of pleural diseases.",Portable main unit | Connects to 26-inch LCD monitor | High-definition imaging,Image processing for thoracoscopic diagnosis and treatment of pleural diseases,Patients requiring pleural disease diagnosis or treatment,Model: MVP-100A,NMPA 20232061969,ez-vista-moby.jpg,,,Urology & Gastroenterology & Cancer Treatment,Respiratory Dept | ICU | Thoracic Surgery,MVP-100A,,ACTIVE,,,,,,,cleared,,,,,,,,
ez-vista-uroway,EZ-Vista™ Uroway™ Video Processor,MicroPort Urocare,"Urology, Oncology, and Gastroenterology",Endoscopes & visualization,Urological endoscopic video processor,Video processor for urological endoscopes with auto-focus and recording functions,"The EZ-Vista Uroway is used with electronic endoscopes to process and deliver images to a display monitor. It features automatic focus and white balance, freeze frame, contrast and brightness adjustment, zoom, and recording functions.",Automatic focus and white balance | Freeze frame | Contrast and brightness adjustment | Zoom and recording functions,Image processing for urological endoscopic procedures,,Model: VP-100,NMPA 20212060244,ez-vista-uroway.jpg,,,Urology & Gastroenterology & Cancer Treatment,Urology,VP-100,,ACTIVE,,,,,,,cleared,,,,,,,,
facial-recognition-system,Face Recognition System,MicroPort Horizon,Endocrinology and Reproductive Health,Reproductive lab & systems,Patient identity management system,Contactless facial recognition system for patient identity verification in reproductive centers,"The Facial Recognition System is an intelligent information registration management system that integrates information collection and verification. Advanced facial recognition technology combined with mature information distribution mechanisms enables contactless filing and verification of patients, ensuring integration of person and certificate and supporting informatization in reproductive medicine, sperm bank, and obstetrics departments.","Contactless patient filing and identity verification | Integrates information collection and distribution | Ensures person-certificate integration | Supports reproductive medicine, sperm bank, and obstetrics departments",Patient identity registration and verification in reproductive medicine and adjacent departments,"Patients registered at reproductive medicine, obstetrics and gynecology, and sperm bank departments",,,facial-recognition-system.jpg,,,,Reproductive Medicine | Obstetrics and Gynecology | Sperm Bank,,,ACTIVE,,,,,,,,,,,,,,,
fastrack,Fastrack®,MicroPort NeuroTech,Neurovascular and Brain-Computer Interfaces,Diagnostic & delivery catheters,Microcatheter,Microcatheter for instrument delivery in neurovascular interventions,Fastrack® is a microcatheter for delivering instruments during interventional treatment of neurovascular diseases. Available in model 025-30D.,Instrument delivery for neurovascular intervention,Instrument delivery during interventional treatment of neurovascular diseases,,Model: 025-30D,NMPA 20193030513.,fastrack.jpg,,,,Neurosurgery | Neurointerventional Medicine | Interventional Medicine | Brain Surgery,025-30D | FT27-155 | FT24-155 | F21-155,,ACTIVE,,,,,,,cleared,,,,,,,,
fast-trek-active-spine-probe,Fast Trek® Active Spine Probe,MicroPort Orthopedics,"Orthopedic Joint, Spine, and Trauma",Spine systems,Spinal puncture needle,Disposable radiation-free puncture needle with alert function for spinal procedures,"A disposable, radiation-free puncture needle with an alert function for use in spinal surgical procedures. Available in YZ and FZ type configurations.",Disposable design | Radiation-free | Alert function,Spinal surgery puncture guidance,,YZ Type | FZ Type,NMPA 20222042245,fast-trek-active-spine-probe.jpg,,,Joint Reconstruction & Spine & Trauma & Sports Medicine,Orthopedics,YZ Type | FZ Type,,ACTIVE,,,,,,,cleared,,,,,,,,
fireanchor,FireAnchor®,MicroPort Coronary,Coronary and Structural Heart,Balloon catheters,Anchor balloon dilation catheter,Anchor balloon for stable guidewire placement during OTW instrument exchange in PCI,FireAnchor® is an anchor balloon dilation catheter used in PCI procedures to expand and stabilize the guidewire within the guiding catheter. This enables smooth and efficient exchange of over-the-wire (OTW) instruments.,Stabilizes guidewire in guiding catheter | Enables efficient OTW instrument exchange,Expanding and stabilizing the guidewire within the guiding catheter to facilitate OTW instrument exchange during PCI,Patients undergoing PCI requiring OTW instrument exchange,Model: AB2510,NMPA 20233030846.,fireanchor.jpg,,,Comprehensive Cardiovascular Intervention & Imaging,Cardiology,AB2510,,ACTIVE,,,,,,,cleared,,,,,,,,
